CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO,
ES0031405462253006LB0F;11/09/2022;7;0,07;;;R
ES0031405462253006LB0F;11/09/2022;8;0,121;;;R
ES0031405462253006LB0F;11/09/2022;9;0,09;;;R
ES0031405462253006LB0F;11/09/2022;10;0,111;;;R
ES0031405462253006LB0F;11/09/2022;11;0,087;;;R
ES0031405462253006LB0F;11/09/2022;12;0,315;;;R
ES0031405462253006LB0F;11/09/2022;13;0,123;;;R
ES0031405462253006LB0F;11/09/2022;14;0,109;;;R
ES0031405462253006LB0F;11/09/2022;15;0,112;;;R
ES0031405462253006LB0F;11/09/2022;16;0,362;;;R
ES0031405462253006LB0F;11/09/2022;17;0,123;;;R
ES0031405462253006LB0F;11/09/2022;18;0,131;;;R
ES0031405462253006LB0F;11/09/2022;19;0,068;;;R
ES0031405462253006LB0F;11/09/2022;20;0,164;;;R
ES0031405462253006LB0F;11/09/2022;21;0,419;;;R
ES0031405462253006LB0F;11/09/2022;22;0,139;;;R
ES0031405462253006LB0F;11/09/2022;23;0,1;;;R
ES0031405462253006LB0F;11/09/2022;24;0,101;;;R
ES0031405462253006LB0F;12/09/2022;1;0,136;;;R
ES0031405462253006LB0F;12/09/2022;2;0,105;;;R
ES0031405462253006LB0F;12/09/2022;3;0,088;;;R
ES0031405462253006LB0F;12/09/2022;4;0,053;;;R
ES0031405462253006LB0F;12/09/2022;5;0,097;;;R
ES0031405462253006LB0F;12/09/2022;6;0,06;;;R
ES0031405462253006LB0F;12/09/2022;7;0,085;;;R
ES0031405462253006LB0F;12/09/2022;8;0,148;;;R
ES0031405462253006LB0F;12/09/2022;9;0,113;;;R
ES0031405462253006LB0F;12/09/2022;10;0,106;;;R
ES0031405462253006LB0F;12/09/2022;11;0,416;;;R
ES0031405462253006LB0F;12/09/2022;12;0,075;;;R
ES0031405462253006LB0F;12/09/2022;13;0,164;;;R
ES0031405462253006LB0F;12/09/2022;14;0,084;;;R
ES0031405462253006LB0F;12/09/2022;15;0,42;;;R
ES0031405462253006LB0F;12/09/2022;16;0,205;;;R
ES0031405462253006LB0F;12/09/2022;17;0,092;;;R
ES0031405462253006LB0F;12/09/2022;18;0,137;;;R
ES0031405462253006LB0F;12/09/2022;19;0,149;;;R
ES0031405462253006LB0F;12/09/2022;20;0,126;;;R
ES0031405462253006LB0F;12/09/2022;21;0,094;;;R
ES0031405462253006LB0F;12/09/2022;22;0,51;;;R
ES0031405462253006LB0F;12/09/2022;23;0,161;;;R
ES0031405462253006LB0F;12/09/2022;24;0,126;;;R
ES0031405462253006LB0F;13/09/2022;1;0,067;;;R
ES0031405462253006LB0F;13/09/2022;2;0,151;;;R
ES0031405462253006LB0F;13/09/2022;3;0,142;;;R
ES0031405462253006LB0F;13/09/2022;4;0,088;;;R
ES0031405462253006LB0F;13/09/2022;5;0,15;;;R
ES0031405462253006LB0F;13/09/2022;6;0,148;;;R
ES0031405462253006LB0F;13/09/2022;7;0,134;;;R
ES0031405462253006LB0F;13/09/2022;8;0,131;;;R
ES0031405462253006LB0F;13/09/2022;9;0,156;;;R
ES0031405462253006LB0F;13/09/2022;10;0,401;;;R
ES0031405462253006LB0F;13/09/2022;11;0,149;;;R
ES0031405462253006LB0F;13/09/2022;12;0,165;;;R
ES0031405462253006LB0F;13/09/2022;13;0,208;;;R
ES0031405462253006LB0F;13/09/2022;14;0,124;;;R
ES0031405462253006LB0F;13/09/2022;15;0,843;;;R
ES0031405462253006LB0F;13/09/2022;16;0,17;;;R
ES0031405462253006LB0F;13/09/2022;17;0,18;;;R
ES0031405462253006LB0F;13/09/2022;18;0,269;;;R
ES0031405462253006LB0F;13/09/2022;19;0,118;;;R
ES0031405462253006LB0F;13/09/2022;20;0,072;;;R
ES0031405462253006LB0F;13/09/2022;21;0,146;;;R
ES0031405462253006LB0F;13/09/2022;22;0,129;;;R
ES0031405462253006LB0F;13/09/2022;23;0,133;;;R
ES0031405462253006LB0F;13/09/2022;24;0,144;;;R
ES0031405462253006LB0F;14/09/2022;1;0,103;;;R
ES0031405462253006LB0F;14/09/2022;2;0,109;;;R
ES0031405462253006LB0F;14/09/2022;3;0,065;;;R
ES0031405462253006LB0F;14/09/2022;4;0,078;;;R
ES0031405462253006LB0F;14/09/2022;5;0,196;;;R
ES0031405462253006LB0F;14/09/2022;6;0,082;;;R
ES0031405462253006LB0F;14/09/2022;7;0,121;;;R
ES0031405462253006LB0F;14/09/2022;8;0,198;;;R
ES0031405462253006LB0F;14/09/2022;9;0,133;;;R
ES0031405462253006LB0F;14/09/2022;10;0,093;;;R
ES0031405462253006LB0F;14/09/2022;11;0,06;;;R
ES0031405462253006LB0F;14/09/2022;12;0,169;;;R
ES0031405462253006LB0F;14/09/2022;13;0,055;;;R
ES0031405462253006LB0F;14/09/2022;14;0,096;;;R
ES0031405462253006LB0F;14/09/2022;15;0,068;;;R
ES0031405462253006LB0F;14/09/2022;16;0,238;;;R
ES0031405462253006LB0F;14/09/2022;17;0,351;;;R
ES0031405462253006LB0F;14/09/2022;18;0,11;;;R
ES0031405462253006LB0F;14/09/2022;19;0,155;;;R
ES0031405462253006LB0F;14/09/2022;20;0,198;;;R
ES0031405462253006LB0F;14/09/2022;21;0,158;;;R
ES0031405462253006LB0F;14/09/2022;22;0,764;;;R
ES0031405462253006LB0F;14/09/2022;23;0,141;;;R
ES0031405462253006LB0F;14/09/2022;24;0,06;;;R
ES0031405462253006LB0F;15/09/2022;1;0,109;;;R
ES0031405462253006LB0F;15/09/2022;2;0,074;;;R
ES0031405462253006LB0F;15/09/2022;3;0,085;;;R
ES0031405462253006LB0F;15/09/2022;4;0,088;;;R
ES0031405462253006LB0F;15/09/2022;5;0,065;;;R
ES0031405462253006LB0F;15/09/2022;6;0,076;;;R
ES0031405462253006LB0F;15/09/2022;7;0,074;;;R
ES0031405462253006LB0F;15/09/2022;8;0,166;;;R
ES0031405462253006LB0F;15/09/2022;9;0,129;;;R
ES0031405462253006LB0F;15/09/2022;10;0,074;;;R
ES0031405462253006LB0F;15/09/2022;11;0,437;;;R
ES0031405462253006LB0F;15/09/2022;12;0,135;;;R
ES0031405462253006LB0F;15/09/2022;13;0,061;;;R
ES0031405462253006LB0F;15/09/2022;14;0,081;;;R
ES0031405462253006LB0F;15/09/2022;15;0,099;;;R
ES0031405462253006LB0F;15/09/2022;16;0,095;;;R
ES0031405462253006LB0F;15/09/2022;17;0,396;;;R
ES0031405462253006LB0F;15/09/2022;18;0,131;;;R
ES0031405462253006LB0F;15/09/2022;19;0,106;;;R
ES0031405462253006LB0F;15/09/2022;20;0,196;;;R
ES0031405462253006LB0F;15/09/2022;21;0,504;;;R
ES0031405462253006LB0F;15/09/2022;22;0,118;;;R
ES0031405462253006LB0F;15/09/2022;23;0,157;;;R
ES0031405462253006LB0F;15/09/2022;24;0,117;;;R
ES0031405462253006LB0F;16/09/2022;1;0,117;;;R
ES0031405462253006LB0F;16/09/2022;2;0,104;;;R
ES0031405462253006LB0F;16/09/2022;3;0,113;;;R
ES0031405462253006LB0F;16/09/2022;4;0,068;;;R
ES0031405462253006LB0F;16/09/2022;5;0,082;;;R
ES0031405462253006LB0F;16/09/2022;6;0,084;;;R
ES0031405462253006LB0F;16/09/2022;7;0,059;;;R
ES0031405462253006LB0F;16/09/2022;8;0,173;;;R
ES0031405462253006LB0F;16/09/2022;9;0,097;;;R
ES0031405462253006LB0F;16/09/2022;10;0,319;;;R
ES0031405462253006LB0F;16/09/2022;11;0,106;;;R
ES0031405462253006LB0F;16/09/2022;12;0,086;;;R
ES0031405462253006LB0F;16/09/2022;13;0,058;;;R
ES0031405462253006LB0F;16/09/2022;14;0,069;;;R
ES0031405462253006LB0F;16/09/2022;15;0,079;;;R
ES0031405462253006LB0F;16/09/2022;16;0,103;;;R
ES0031405462253006LB0F;16/09/2022;17;0,047;;;R
ES0031405462253006LB0F;16/09/2022;18;0,089;;;R
ES0031405462253006LB0F;16/09/2022;19;0,06;;;R
ES0031405462253006LB0F;16/09/2022;20;0,128;;;R
ES0031405462253006LB0F;16/09/2022;21;0,615;;;R
ES0031405462253006LB0F;16/09/2022;22;0,163;;;R
ES0031405462253006LB0F;16/09/2022;23;0,044;;;R
ES0031405462253006LB0F;16/09/2022;24;0,106;;;R
ES0031405462253006LB0F;17/09/2022;1;0,07;;;R
ES0031405462253006LB0F;17/09/2022;2;0,14;;;R
ES0031405462253006LB0F;17/09/2022;3;0,073;;;R
ES0031405462253006LB0F;17/09/2022;4;0,106;;;R
ES0031405462253006LB0F;17/09/2022;5;0,057;;;R
ES0031405462253006LB0F;17/09/2022;6;0,08;;;R
ES0031405462253006LB0F;17/09/2022;7;0,046;;;R
ES0031405462253006LB0F;17/09/2022;8;0,091;;;R
ES0031405462253006LB0F;17/09/2022;9;0,08;;;R
ES0031405462253006LB0F;17/09/2022;10;0,256;;;R
ES0031405462253006LB0F;17/09/2022;11;0,049;;;R
ES0031405462253006LB0F;17/09/2022;12;0,157;;;R
ES0031405462253006LB0F;17/09/2022;13;0,05;;;R
ES0031405462253006LB0F;17/09/2022;14;0,099;;;R
ES0031405462253006LB0F;17/09/2022;15;0,035;;;R
ES0031405462253006LB0F;17/09/2022;16;0,106;;;R
ES0031405462253006LB0F;17/09/2022;17;0,033;;;R
ES0031405462253006LB0F;17/09/2022;18;0,1;;;R
ES0031405462253006LB0F;17/09/2022;19;0,034;;;R
ES0031405462253006LB0F;17/09/2022;20;0,106;;;R
ES0031405462253006LB0F;17/09/2022;21;0,048;;;R
ES0031405462253006LB0F;17/09/2022;22;0,085;;;R
ES0031405462253006LB0F;17/09/2022;23;0,059;;;R
ES0031405462253006LB0F;17/09/2022;24;0,074;;;R
ES0031405462253006LB0F;18/09/2022;1;0,126;;;R
ES0031405462253006LB0F;18/09/2022;2;0,086;;;R
ES0031405462253006LB0F;18/09/2022;3;0,046;;;R
ES0031405462253006LB0F;18/09/2022;4;0,097;;;R
ES0031405462253006LB0F;18/09/2022;5;0,034;;;R
ES0031405462253006LB0F;18/09/2022;6;0,094;;;R
ES0031405462253006LB0F;18/09/2022;7;0,047;;;R
ES0031405462253006LB0F;18/09/2022;8;0,094;;;R
ES0031405462253006LB0F;18/09/2022;9;0,083;;;R
ES0031405462253006LB0F;18/09/2022;10;0,101;;;R
ES0031405462253006LB0F;18/09/2022;11;0,154;;;R
ES0031405462253006LB0F;18/09/2022;12;0,085;;;R
ES0031405462253006LB0F;18/09/2022;13;0,051;;;R
ES0031405462253006LB0F;18/09/2022;14;0,423;;;R
ES0031405462253006LB0F;18/09/2022;15;0,646;;;R
ES0031405462253006LB0F;18/09/2022;16;0,169;;;R
ES0031405462253006LB0F;18/09/2022;17;0,112;;;R
ES0031405462253006LB0F;18/09/2022;18;0,076;;;R
ES0031405462253006LB0F;18/09/2022;19;0,165;;;R
ES0031405462253006LB0F;18/09/2022;20;0,079;;;R
ES0031405462253006LB0F;18/09/2022;21;0,112;;;R
ES0031405462253006LB0F;18/09/2022;22;0,095;;;R
ES0031405462253006LB0F;18/09/2022;23;0,109;;;R
ES0031405462253006LB0F;18/09/2022;24;0,063;;;R
ES0031405462253006LB0F;19/09/2022;1;0,141;;;R
ES0031405462253006LB0F;19/09/2022;2;0,06;;;R
ES0031405462253006LB0F;19/09/2022;3;0,064;;;R
ES0031405462253006LB0F;19/09/2022;4;0,075;;;R
ES0031405462253006LB0F;19/09/2022;5;0,055;;;R
ES0031405462253006LB0F;19/09/2022;6;0,076;;;R
ES0031405462253006LB0F;19/09/2022;7;0,041;;;R
ES0031405462253006LB0F;19/09/2022;8;0,083;;;R
ES0031405462253006LB0F;19/09/2022;9;0,031;;;R
ES0031405462253006LB0F;19/09/2022;10;0,408;;;R
ES0031405462253006LB0F;19/09/2022;11;0,054;;;R
ES0031405462253006LB0F;19/09/2022;12;0,132;;;R
ES0031405462253006LB0F;19/09/2022;13;0,128;;;R
ES0031405462253006LB0F;19/09/2022;14;0,1;;;R
ES0031405462253006LB0F;19/09/2022;15;0,045;;;R
ES0031405462253006LB0F;19/09/2022;16;0,11;;;R
ES0031405462253006LB0F;19/09/2022;17;0,056;;;R
ES0031405462253006LB0F;19/09/2022;18;0,127;;;R
ES0031405462253006LB0F;19/09/2022;19;0,155;;;R
ES0031405462253006LB0F;19/09/2022;20;0,158;;;R
ES0031405462253006LB0F;19/09/2022;21;0,084;;;R
ES0031405462253006LB0F;19/09/2022;22;0,117;;;R
ES0031405462253006LB0F;19/09/2022;23;0,077;;;R
ES0031405462253006LB0F;19/09/2022;24;0,096;;;R
ES0031405462253006LB0F;20/09/2022;1;0,035;;;R
ES0031405462253006LB0F;20/09/2022;2;0,109;;;R
ES0031405462253006LB0F;20/09/2022;3;0,105;;;R
ES0031405462253006LB0F;20/09/2022;4;0,088;;;R
ES0031405462253006LB0F;20/09/2022;5;0,068;;;R
ES0031405462253006LB0F;20/09/2022;6;0,066;;;R
ES0031405462253006LB0F;20/09/2022;7;0,084;;;R
ES0031405462253006LB0F;20/09/2022;8;0,046;;;R
ES0031405462253006LB0F;20/09/2022;9;0,262;;;R
ES0031405462253006LB0F;20/09/2022;10;0,107;;;R
ES0031405462253006LB0F;20/09/2022;11;0,399;;;R
ES0031405462253006LB0F;20/09/2022;12;0,246;;;R
ES0031405462253006LB0F;20/09/2022;13;0,065;;;R
ES0031405462253006LB0F;20/09/2022;14;0,123;;;R
ES0031405462253006LB0F;20/09/2022;15;0,328;;;R
ES0031405462253006LB0F;20/09/2022;16;0,375;;;R
ES0031405462253006LB0F;20/09/2022;17;0,155;;;R
ES0031405462253006LB0F;20/09/2022;18;0,112;;;R
ES0031405462253006LB0F;20/09/2022;19;0,309;;;R
ES0031405462253006LB0F;20/09/2022;20;0,182;;;R
ES0031405462253006LB0F;20/09/2022;21;0,097;;;R
ES0031405462253006LB0F;20/09/2022;22;0,067;;;R
ES0031405462253006LB0F;20/09/2022;23;0,07;;;R
ES0031405462253006LB0F;20/09/2022;24;0,09;;;R
ES0031405462253006LB0F;21/09/2022;1;0,103;;;R
ES0031405462253006LB0F;21/09/2022;2;0,083;;;R
ES0031405462253006LB0F;21/09/2022;3;0,066;;;R
ES0031405462253006LB0F;21/09/2022;4;0,075;;;R
ES0031405462253006LB0F;21/09/2022;5;0,051;;;R
ES0031405462253006LB0F;21/09/2022;6;0,089;;;R
ES0031405462253006LB0F;21/09/2022;7;0,034;;;R
ES0031405462253006LB0F;21/09/2022;8;0,173;;;R
ES0031405462253006LB0F;21/09/2022;9;0,114;;;R
ES0031405462253006LB0F;21/09/2022;10;0,088;;;R
ES0031405462253006LB0F;21/09/2022;11;0,044;;;R
ES0031405462253006LB0F;21/09/2022;12;0,329;;;R
ES0031405462253006LB0F;21/09/2022;13;0,157;;;R
ES0031405462253006LB0F;21/09/2022;14;0,087;;;R
ES0031405462253006LB0F;21/09/2022;15;0,442;;;R
ES0031405462253006LB0F;21/09/2022;16;0,06;;;R
ES0031405462253006LB0F;21/09/2022;17;0,104;;;R
ES0031405462253006LB0F;21/09/2022;18;0,033;;;R
ES0031405462253006LB0F;21/09/2022;19;0,137;;;R
ES0031405462253006LB0F;21/09/2022;20;0,123;;;R
ES0031405462253006LB0F;21/09/2022;21;0,241;;;R
ES0031405462253006LB0F;21/09/2022;22;0,072;;;R
ES0031405462253006LB0F;21/09/2022;23;0,234;;;R
ES0031405462253006LB0F;21/09/2022;24;0,585;;;R
ES0031405462253006LB0F;22/09/2022;1;0,08;;;R
ES0031405462253006LB0F;22/09/2022;2;0,091;;;R
ES0031405462253006LB0F;22/09/2022;3;0,052;;;R
ES0031405462253006LB0F;22/09/2022;4;0,087;;;R
ES0031405462253006LB0F;22/09/2022;5;0,057;;;R
ES0031405462253006LB0F;22/09/2022;6;0,092;;;R
ES0031405462253006LB0F;22/09/2022;7;0,052;;;R
ES0031405462253006LB0F;22/09/2022;8;0,108;;;R
ES0031405462253006LB0F;22/09/2022;9;0,2;;;R
ES0031405462253006LB0F;22/09/2022;10;0,089;;;R
ES0031405462253006LB0F;22/09/2022;11;0,102;;;R
ES0031405462253006LB0F;22/09/2022;12;0,096;;;R
ES0031405462253006LB0F;22/09/2022;13;0,086;;;R
ES0031405462253006LB0F;22/09/2022;14;0,051;;;R
ES0031405462253006LB0F;22/09/2022;15;0,086;;;R
ES0031405462253006LB0F;22/09/2022;16;0,049;;;R
ES0031405462253006LB0F;22/09/2022;17;0,093;;;R
ES0031405462253006LB0F;22/09/2022;18;0,042;;;R
ES0031405462253006LB0F;22/09/2022;19;0,085;;;R
ES0031405462253006LB0F;22/09/2022;20;0,093;;;R
ES0031405462253006LB0F;22/09/2022;21;1,01;;;R
ES0031405462253006LB0F;22/09/2022;22;0,284;;;R
ES0031405462253006LB0F;22/09/2022;23;0,099;;;R
ES0031405462253006LB0F;22/09/2022;24;0,128;;;R
ES0031405462253006LB0F;23/09/2022;1;0,116;;;R
ES0031405462253006LB0F;23/09/2022;2;0,094;;;R
ES0031405462253006LB0F;23/09/2022;3;0,048;;;R
ES0031405462253006LB0F;23/09/2022;4;0,074;;;R
ES0031405462253006LB0F;23/09/2022;5;0,071;;;R
ES0031405462253006LB0F;23/09/2022;6;0,072;;;R
ES0031405462253006LB0F;23/09/2022;7;0,065;;;R
ES0031405462253006LB0F;23/09/2022;8;0,157;;;R
ES0031405462253006LB0F;23/09/2022;9;0,095;;;R
ES0031405462253006LB0F;23/09/2022;10;0,042;;;R
ES0031405462253006LB0F;23/09/2022;11;0,094;;;R
ES0031405462253006LB0F;23/09/2022;12;0,033;;;R
ES0031405462253006LB0F;23/09/2022;13;0,101;;;R
ES0031405462253006LB0F;23/09/2022;14;0,037;;;R
ES0031405462253006LB0F;23/09/2022;15;0,084;;;R
ES0031405462253006LB0F;23/09/2022;16;0,048;;;R
ES0031405462253006LB0F;23/09/2022;17;0,105;;;R
ES0031405462253006LB0F;23/09/2022;18;0,045;;;R
ES0031405462253006LB0F;23/09/2022;19;0,129;;;R
ES0031405462253006LB0F;23/09/2022;20;0,202;;;R
ES0031405462253006LB0F;23/09/2022;21;0,936;;;R
ES0031405462253006LB0F;23/09/2022;22;0,14;;;R
ES0031405462253006LB0F;23/09/2022;23;0,1;;;R
ES0031405462253006LB0F;23/09/2022;24;0,039;;;R
ES0031405462253006LB0F;24/09/2022;1;0,106;;;R
ES0031405462253006LB0F;24/09/2022;2;0,038;;;R
ES0031405462253006LB0F;24/09/2022;3;0,167;;;R
ES0031405462253006LB0F;24/09/2022;4;0,051;;;R
ES0031405462253006LB0F;24/09/2022;5;0,121;;;R
ES0031405462253006LB0F;24/09/2022;6;0,057;;;R
ES0031405462253006LB0F;24/09/2022;7;0,092;;;R
ES0031405462253006LB0F;24/09/2022;8;0,041;;;R
ES0031405462253006LB0F;24/09/2022;9;0,102;;;R
ES0031405462253006LB0F;24/09/2022;10;0,179;;;R
ES0031405462253006LB0F;24/09/2022;11;0,21;;;R
ES0031405462253006LB0F;24/09/2022;12;0,041;;;R
ES0031405462253006LB0F;24/09/2022;13;0,399;;;R
ES0031405462253006LB0F;24/09/2022;14;0,54;;;R
ES0031405462253006LB0F;24/09/2022;15;0,14;;;R
ES0031405462253006LB0F;24/09/2022;16;0,092;;;R
ES0031405462253006LB0F;24/09/2022;17;0,09;;;R
ES0031405462253006LB0F;24/09/2022;18;0,064;;;R
ES0031405462253006LB0F;24/09/2022;19;0,112;;;R
ES0031405462253006LB0F;24/09/2022;20;0,182;;;R
ES0031405462253006LB0F;24/09/2022;21;0,061;;;R
ES0031405462253006LB0F;24/09/2022;22;0,077;;;R
ES0031405462253006LB0F;24/09/2022;23;0,056;;;R
ES0031405462253006LB0F;24/09/2022;24;0,077;;;R
ES0031405462253006LB0F;25/09/2022;1;0,059;;;R
ES0031405462253006LB0F;25/09/2022;2;0,07;;;R
ES0031405462253006LB0F;25/09/2022;3;0,099;;;R
ES0031405462253006LB0F;25/09/2022;4;0,087;;;R
ES0031405462253006LB0F;25/09/2022;5;0,069;;;R
ES0031405462253006LB0F;25/09/2022;6;0,091;;;R
ES0031405462253006LB0F;25/09/2022;7;0,065;;;R
ES0031405462253006LB0F;25/09/2022;8;0,06;;;R
ES0031405462253006LB0F;25/09/2022;9;0,085;;;R
ES0031405462253006LB0F;25/09/2022;10;0,129;;;R
ES0031405462253006LB0F;25/09/2022;11;0,212;;;R
ES0031405462253006LB0F;25/09/2022;12;0,146;;;R
ES0031405462253006LB0F;25/09/2022;13;0,206;;;R
ES0031405462253006LB0F;25/09/2022;14;1,038;;;R
ES0031405462253006LB0F;25/09/2022;15;0,499;;;R
ES0031405462253006LB0F;25/09/2022;16;0,115;;;R
ES0031405462253006LB0F;25/09/2022;17;0,104;;;R
ES0031405462253006LB0F;25/09/2022;18;0,097;;;R
ES0031405462253006LB0F;25/09/2022;19;0,108;;;R
ES0031405462253006LB0F;25/09/2022;20;0,207;;;R
ES0031405462253006LB0F;25/09/2022;21;0,107;;;R
ES0031405462253006LB0F;25/09/2022;22;0,072;;;R
ES0031405462253006LB0F;25/09/2022;23;0,043;;;R
ES0031405462253006LB0F;25/09/2022;24;0,091;;;R
ES0031405462253006LB0F;26/09/2022;1;0,064;;;R
ES0031405462253006LB0F;26/09/2022;2;0,094;;;R
ES0031405462253006LB0F;26/09/2022;3;0,033;;;R
ES0031405462253006LB0F;26/09/2022;4;0,087;;;R
ES0031405462253006LB0F;26/09/2022;5;0,047;;;R
ES0031405462253006LB0F;26/09/2022;6;0,096;;;R
ES0031405462253006LB0F;26/09/2022;7;0,034;;;R
ES0031405462253006LB0F;26/09/2022;8;0,205;;;R
ES0031405462253006LB0F;26/09/2022;9;0,22;;;R
ES0031405462253006LB0F;26/09/2022;10;0,102;;;R
ES0031405462253006LB0F;26/09/2022;11;0,053;;;R
ES0031405462253006LB0F;26/09/2022;12;0,075;;;R
ES0031405462253006LB0F;26/09/2022;13;0,052;;;R
ES0031405462253006LB0F;26/09/2022;14;0,487;;;R
ES0031405462253006LB0F;26/09/2022;15;0,242;;;R
ES0031405462253006LB0F;26/09/2022;16;0,201;;;R
ES0031405462253006LB0F;26/09/2022;17;0,157;;;R
ES0031405462253006LB0F;26/09/2022;18;0,133;;;R
ES0031405462253006LB0F;26/09/2022;19;0,143;;;R
ES0031405462253006LB0F;26/09/2022;20;0,232;;;R
ES0031405462253006LB0F;26/09/2022;21;0,735;;;R
ES0031405462253006LB0F;26/09/2022;22;0,129;;;R
ES0031405462253006LB0F;26/09/2022;23;0,121;;;R
ES0031405462253006LB0F;26/09/2022;24;0,116;;;R
ES0031405462253006LB0F;27/09/2022;1;0,109;;;R
ES0031405462253006LB0F;27/09/2022;2;0,064;;;R
ES0031405462253006LB0F;27/09/2022;3;0,084;;;R
ES0031405462253006LB0F;27/09/2022;4;0,07;;;R
ES0031405462253006LB0F;27/09/2022;5;0,07;;;R
ES0031405462253006LB0F;27/09/2022;6;0,061;;;R
ES0031405462253006LB0F;27/09/2022;7;0,068;;;R
ES0031405462253006LB0F;27/09/2022;8;0,06;;;R
ES0031405462253006LB0F;27/09/2022;9;0,289;;;R
ES0031405462253006LB0F;27/09/2022;10;0,076;;;R
ES0031405462253006LB0F;27/09/2022;11;0,065;;;R
ES0031405462253006LB0F;27/09/2022;12;0,133;;;R
ES0031405462253006LB0F;27/09/2022;13;0,134;;;R
ES0031405462253006LB0F;27/09/2022;14;0,151;;;R
ES0031405462253006LB0F;27/09/2022;15;0,618;;;R
ES0031405462253006LB0F;27/09/2022;16;0,19;;;R
ES0031405462253006LB0F;27/09/2022;17;0,149;;;R
ES0031405462253006LB0F;27/09/2022;18;0,092;;;R
ES0031405462253006LB0F;27/09/2022;19;0,084;;;R
ES0031405462253006LB0F;27/09/2022;20;0,034;;;R
ES0031405462253006LB0F;27/09/2022;21;0,081;;;R
ES0031405462253006LB0F;27/09/2022;22;0,054;;;R
ES0031405462253006LB0F;27/09/2022;23;0,083;;;R
ES0031405462253006LB0F;27/09/2022;24;0,044;;;R
ES0031405462253006LB0F;28/09/2022;1;0,088;;;R
ES0031405462253006LB0F;28/09/2022;2;0,071;;;R
ES0031405462253006LB0F;28/09/2022;3;0,07;;;R
ES0031405462253006LB0F;28/09/2022;4;0,056;;;R
ES0031405462253006LB0F;28/09/2022;5;0,08;;;R
ES0031405462253006LB0F;28/09/2022;6;0,04;;;R
ES0031405462253006LB0F;28/09/2022;7;0,081;;;R
ES0031405462253006LB0F;28/09/2022;8;0,102;;;R
ES0031405462253006LB0F;28/09/2022;9;0,088;;;R
ES0031405462253006LB0F;28/09/2022;10;0,068;;;R
ES0031405462253006LB0F;28/09/2022;11;0,08;;;R
ES0031405462253006LB0F;28/09/2022;12;0,036;;;R
ES0031405462253006LB0F;28/09/2022;13;0,185;;;R
ES0031405462253006LB0F;28/09/2022;14;0,063;;;R
ES0031405462253006LB0F;28/09/2022;15;0,085;;;R
ES0031405462253006LB0F;28/09/2022;16;0,04;;;R
ES0031405462253006LB0F;28/09/2022;17;0,205;;;R
ES0031405462253006LB0F;28/09/2022;18;0,096;;;R
ES0031405462253006LB0F;28/09/2022;19;0,539;;;R
ES0031405462253006LB0F;28/09/2022;20;0,098;;;R
ES0031405462253006LB0F;28/09/2022;21;0,06;;;R
ES0031405462253006LB0F;28/09/2022;22;0,075;;;R
ES0031405462253006LB0F;28/09/2022;23;0,052;;;R
ES0031405462253006LB0F;28/09/2022;24;0,09;;;R
ES0031405462253006LB0F;29/09/2022;1;0,056;;;R
ES0031405462253006LB0F;29/09/2022;2;0,139;;;R
ES0031405462253006LB0F;29/09/2022;3;0,052;;;R
ES0031405462253006LB0F;29/09/2022;4;0,097;;;R
ES0031405462253006LB0F;29/09/2022;5;0,034;;;R
ES0031405462253006LB0F;29/09/2022;6;0,098;;;R
ES0031405462253006LB0F;29/09/2022;7;0,033;;;R
ES0031405462253006LB0F;29/09/2022;8;0,222;;;R
ES0031405462253006LB0F;29/09/2022;9;0,035;;;R
ES0031405462253006LB0F;29/09/2022;10;0,155;;;R
ES0031405462253006LB0F;29/09/2022;11;0,109;;;R
ES0031405462253006LB0F;29/09/2022;12;0,112;;;R
ES0031405462253006LB0F;29/09/2022;13;0,15;;;R
ES0031405462253006LB0F;29/09/2022;14;0,209;;;R
ES0031405462253006LB0F;29/09/2022;15;0,127;;;R
ES0031405462253006LB0F;29/09/2022;16;0,846;;;R
ES0031405462253006LB0F;29/09/2022;17;0,126;;;R
ES0031405462253006LB0F;29/09/2022;18;0,114;;;R
ES0031405462253006LB0F;29/09/2022;19;0,189;;;R
ES0031405462253006LB0F;29/09/2022;20;0,117;;;R
ES0031405462253006LB0F;29/09/2022;21;0,133;;;R
ES0031405462253006LB0F;29/09/2022;22;0,204;;;R
ES0031405462253006LB0F;29/09/2022;23;0,062;;;R
ES0031405462253006LB0F;29/09/2022;24;0,073;;;R
ES0031405462253006LB0F;30/09/2022;1;0,038;;;R
ES0031405462253006LB0F;30/09/2022;2;0,152;;;R
ES0031405462253006LB0F;30/09/2022;3;0,04;;;R
ES0031405462253006LB0F;30/09/2022;4;0,08;;;R
ES0031405462253006LB0F;30/09/2022;5;0,047;;;R
ES0031405462253006LB0F;30/09/2022;6;0,071;;;R
ES0031405462253006LB0F;30/09/2022;7;0,061;;;R
ES0031405462253006LB0F;30/09/2022;8;0,17;;;R
ES0031405462253006LB0F;30/09/2022;9;0,271;;;R
ES0031405462253006LB0F;30/09/2022;10;0,114;;;R
ES0031405462253006LB0F;30/09/2022;11;0,075;;;R
ES0031405462253006LB0F;30/09/2022;12;0,1;;;R
ES0031405462253006LB0F;30/09/2022;13;0,056;;;R
ES0031405462253006LB0F;30/09/2022;14;0,063;;;R
